participant_id,mu_go,sigma_go,tau_go,mu_stop,sigma_stop,tau_stop,p_tf
0,456.9265704707163,22.871209392570115,46.58915041223351,248.57856196413576,52.37905597823545,31.37414085899138,0.6642417360049893
1,373.0883535387111,60.90329044783868,113.74872662921476,276.2103479501894,38.60285503299747,99.71032782598364,0.9987329764226932
2,28.675227573847735,76.44143765962176,107.26669622104879,870.6157216526508,58.511160161161726,80.09407181275184,0.7480160670109364
3,695.2069740382195,11.638142870271658,47.91915672207326,945.3814420188218,81.80321222541338,16.400742995204283,0.020944838751367247
4,669.4518435135418,182.7381803017784,100.38694711100787,689.5817490877976,78.2569853659535,90.00529116841449,0.9999999626878417
5,933.5204714668673,199.7894375027316,188.43664944841976,171.22817058317432,70.74997337784248,53.727057558572085,0.16669659282902646
6,730.2116585776453,55.25998691493254,117.32908248299844,268.45654029049786,98.59316736845305,44.086477018602736,0.9999999984879924
7,796.2450617572617,60.073120488256166,39.09342468230118,874.0131052045709,79.27146446145326,90.69993717075621,0.644703419575904
8,156.1001626741612,157.3245883930665,5.880341850693355,537.7803198036329,1.4496967996099244,16.87996359058876,0.006574206452600922
9,430.39679789498695,100.24581794077179,57.563707436455545,870.3590301473631,66.36114725672714,83.18115012950918,0.05426445776274927
10,694.1283848926621,110.68523710011407,183.85903993338377,419.8714387465514,23.27883815390217,59.57273990221731,0.7560850846080438
11,116.077536825776,101.76175527707424,68.28823793678846,300.97294398145226,88.5270945199813,54.962635519739905,0.042380868814572266
12,206.80545981215946,31.614446174762207,52.96043110134944,677.47226118572,42.04240308269949,43.1258343967723,0.010585479868757663
13,772.1399253951911,110.96695909021182,114.90748509723558,799.0445839402461,96.48812486727594,97.01607266571317,0.9427463425293133
14,391.4837100769628,111.23786324138656,42.36864564165173,102.81971476187285,5.660295554228149,1.6375833199217973,0.02839700834827413
15,794.1529442403559,167.17070721491308,40.50171390252224,750.1045068723744,56.59213546811517,97.77470498064986,0.00021466665843615536
16,144.52423910533514,189.92857041472482,107.26429734906898,73.83104699937712,47.78385841364974,14.769383010395764,0.9999781506223698
17,337.15065068282945,98.21248154322404,126.27716989836016,205.19334552662173,11.764634258551903,52.14940188880638,0.0011407667764854145
18,319.8397815730513,160.74313061901296,111.63374098448816,827.8511937762449,11.287956179095207,62.00309429034779,0.8614065806855583
19,241.07599925785303,22.48239220274766,147.36569803317622,55.20862951724753,34.90349104187765,39.052381716382634,0.6526934526946591
20,761.1733211386454,37.14444237251376,62.40738663932907,864.9291102855941,34.25483895970026,52.75015008477675,0.42920182758567815
21,181.77236174588165,128.4521502659853,20.11453197372995,428.75425832916073,14.196951307435059,4.640460562276878,0.2901554637823447
22,438.0404072080346,27.73926048999641,179.41928655040152,380.3452783239719,72.57912061715882,32.55272120858696,0.9976303466096916
23,650.734911217277,141.2971768735449,90.24187361707943,244.12375335474823,41.2385583557919,92.06093667178685,0.9977791872436113
24,955.9576312349776,78.64610624011159,64.11024501585527,237.04376910112822,23.048211207160627,37.75657663217466,4.034193986804374e-06
25,297.86809575956465,70.11664933819029,36.3708701019873,546.3393137858191,18.402640765798893,26.099735649302723,0.8490329692151908
26,292.5363822814239,58.231112932074865,3.918695201151337,812.875902242974,71.34800548951645,52.776334757274704,0.0006106447753885664
27,175.3057390486064,142.4186508742539,15.508782485878903,892.7944327243323,75.71961842722655,75.68080938499943,0.6590949436490626
28,725.6644784799175,116.68454656861995,86.33463016463543,40.16296842865982,6.887135228804002,49.57028515657464,0.9996210918615666
29,885.3165981918312,152.21310756373757,169.0296877640973,488.91116195959063,56.473984685246506,43.914865679683174,0.9996529447996401
30,34.65035240822458,97.85327859313843,109.58728256250237,794.0575484690787,19.41362357820949,14.52309678990861,0.006330031517717944
31,802.4845579977195,30.948910836090846,52.587953288866636,495.0029287866003,41.935978709833506,91.81534228638492,0.4905063785587355
32,433.9150842440584,59.05864513201655,95.35435442177794,158.09687735335928,75.60349781438892,21.9056938871543,0.1922921635702571
33,251.1776552770752,116.47741344879404,88.92431477172752,637.8188524000894,55.21339023557573,86.78510395569401,0.8336105640082743
34,713.630624617474,158.6645130528245,41.559362200061024,201.12431018950284,62.726933202399934,74.5880415761473,0.9977519106460753
35,350.18168553193436,87.92571370779314,179.35681571659214,21.467129394411277,96.91920114529944,44.80256658895594,0.9733459785415827
36,530.7447142908213,192.99687564749297,165.23919258377245,218.89571870969314,69.74076899404382,73.9435608172697,0.00011773683199966686
37,190.1083614833809,70.83497609940915,147.84448148757397,615.948578221829,23.841691323633547,49.907128605205536,0.9137842039811037
38,778.8020467221822,111.6137604656123,69.16970516020524,387.97989431778626,77.22118759727134,77.4951211144423,0.9879197063274369
39,113.91664824688782,79.31515049882087,177.79520759437867,400.7719173868993,11.268650213313759,84.38927914234294,0.0015528583508053729
40,305.1661050743413,39.83989292049304,145.17029843429032,806.0258304213281,15.436727501976698,61.3222322669773,0.1835908802878433
41,274.8972882401651,81.75220245313129,144.46107464010075,639.0520146136972,71.18789990674871,78.46583809882472,0.9999064853932309
42,219.54150701425667,68.88561728865963,28.18246711921521,288.6115420981545,79.6278484280066,65.61427055237378,0.7529952037821779
43,209.43261956791576,58.756553315935165,95.62590217880502,994.563032645762,58.931524380662296,73.70069472244441,0.0007152625607707535
44,942.9164021682847,171.82578047941539,151.08864615314857,850.1901739881321,14.739090400274375,85.009891952977,0.9900019570384704
45,0.016404133033859125,29.49491307060694,51.12331886953532,154.5679384946978,10.145878017824721,74.57487783398858,0.9891884418342218
46,790.9927282432614,57.90084240809257,90.77574277877139,236.82147418516547,36.67393741892231,42.17650215546391,0.07370806118184442
47,839.1048823290712,157.40213456137747,194.55217377942608,293.3734516654597,63.072355718008694,23.67828691500107,5.09207159607154e-05
48,33.08516680662825,109.4170910401492,14.482970191307736,967.2757492111688,16.244814998793654,25.39287234684287,0.0002500275411629018
49,971.8828144836552,149.88103942094924,96.7609419632702,201.66711363772538,36.64113147889247,23.601018578659076,0.33925005489350996
50,370.51133829457694,29.746117810274917,134.57397105363742,330.9772937933068,38.54553510418263,41.06281013287773,0.8366165186817671
51,79.24781245064584,143.98171746193592,136.74931616092886,802.5896533753549,51.72267007087159,63.52496798923973,0.7054089525922614
52,237.5007878334925,86.69333730424009,21.430365432009467,206.95332627869084,64.43293952660504,33.839214776129204,0.04884738559492252
53,407.3637137069943,52.17406014420442,56.687451193342,187.19462033364482,37.90310234802499,35.256201241781035,0.999964373007912
54,821.9341287183872,171.04656730010993,92.87937786006233,719.5725029090277,35.95748121029011,79.80930718970077,0.5846997496830556
55,464.929923272492,104.43705273249302,156.0082436030823,501.17087150141896,77.14376838725948,74.82122449352673,0.8787020922595714
56,335.3314828722773,93.93471825919568,132.5472126445044,765.5987100540286,86.30876575570692,56.490933513281824,0.9999994517704295
57,379.3495839016001,48.69373420008017,199.58692173363139,886.1000429971393,21.78981620459033,41.31177891036414,0.8063255410913261
58,927.3363560344972,77.33588914888139,185.88934795957255,620.1986416991748,75.5276130253383,40.77954432025544,0.9998775617474656
59,331.28690906413993,38.276300132091194,110.57239807403138,992.7266395951401,12.017323747616874,31.205044119046434,0.9249967199507504
60,134.77245495551875,66.0387087389771,144.1258223941904,478.3179052182128,35.16586270845803,27.875895107800112,0.9999968987158258
61,690.6624482975471,175.0687645603999,123.07112684544899,626.0420368609354,8.866500032459854,69.34902516638714,0.9354595442857214
62,801.0493350598969,122.30849447232393,48.81156838137515,284.32967441295744,95.47438565908931,56.806484198173585,0.9894645404737642
63,568.1389962201093,86.1014079747709,125.26229183802317,883.7406516882799,60.2692402604637,59.494907044097005,0.15382357537981858
